Number,areaaName,attaackNature,MartyrsNumber,Date
1440,Abbottabad,Terrorist Attack,18,"March 6, 2017"
1441,Nowshera,Terrorist Attack,19,"March 1, 2017"
1442,Bannu,Terrorist Attack,8,"February 26, 2017"
1443,Chitral,Terrorist Attack,7,"February 25, 2017"
1444,Hangu,Terrorist Attack,6,"February 23, 2017"
1445,Charsadda,Terrorist Attack,5,"February 22, 2017"
1446,Haripur,Terrorist Attack,4,"February 22, 2017"
1447,Karak,Terrorist Attack,11,"February 21, 2017"
1448,Kabal,Terrorist Attack,12,"February 18, 2017"
1449,Zaida,Terrorist Attack,13,"February 17, 2017"
1450,Dargai,Terrorist Attack,14,"February 16, 2017"
1451,Daggar,Terrorist Attack,15,"February 16, 2017"
1452,Sadda,Terrorist Attack,17,"February 15, 2017"
1453,Topi,Terrorist Attack,8,"February 13, 2017"
1454,Naran,Terrorist Attack,9,"February 9, 2017"
1455,Upper Dir,Terrorist Attack,6,"February 8, 2017"
1456,Lower Dir,Terrorist Attack,5,"February 6, 2017"
1457,Swat,Terrorist Attack,4,"February 5, 2017"
1458,Jandrai,Terrorist Attack,11,"February 3, 2017"
1459,Jamrud,Terrorist Attack,10,"February 2, 2017"
1460,Peshawar,Terrorist Attack,9,"January 31, 2017"
1461,Swabi,Terrorist Attack,8,"January 18, 2017"
1462,Mardan,Terrorist Attack,7,"January 17, 2017"
1463,Dera Ismail Khan,Terrorist Attack,6,"January 16, 2017"
1464,Kohat,Terrorist Attack,5,"January 16, 2017"
1465,Mardan,Terrorist Attack,4,"January 15, 2017"
1466,Mingora,Terrorist Attack,11,"January 11, 2017"
1467,Abbottabad,Terrorist Attack,12,"January 9, 2017"
1468,Nowshera,Terrorist Attack,13,"January 7, 2017"
1469,Bannu,Terrorist Attack,14,"January 6, 2017"
1470,Chitral,Terrorist Attack,15,"January 5, 2017"
1471,Hangu,Terrorist Attack,16,"January 5, 2017"
1472,Charsadda,Terrorist Attack,17,"January 2, 2017"
1473,Haripur,Terrorist Attack,18,"January 1, 2017"
1474,Karak,Terrorist Attack,16,"January 1, 2017"
1475,Kabal,Terrorist Attack,11,"December 29, 2016"
1476,Zaida,Terrorist Attack,14,"December 28, 2016"
1477,Dargai,Terrorist Attack,5,"December 24, 2016"
1478,Daggar,Terrorist Attack,7,"December 23, 2016"
1479,Sadda,Terrorist Attack,9,"December 22, 2016"
1480,Topi,Terrorist Attack,8,"December 21, 2016"
1481,Naran,Terrorist Attack,5,"December 20, 2016"
1482,Upper Dir,Terrorist Attack,4,"December 20, 2016"
1483,Lower Dir,Terrorist Attack,3,"December 11, 2016"
1484,Swat,Terrorist Attack,2,"December 11, 2016"
1485,Jandrai,Terrorist Attack,5,"December 11, 2016"
1486,Jamrud,Terrorist Attack,9,"December 8, 2016"
1487,Peshawar,Terrorist Attack,8,"December 4, 2016"
1488,Swabi,Terrorist Attack,7,"December 2, 2016"
1489,Mardan,Terrorist Attack,6,"November 30, 2016"
1490,Dera Ismail Khan,Terrorist Attack,5,"November 30, 2016"
1491,Kohat,Terrorist Attack,11,"November 29, 2016"
1492,Mardan,Terrorist Attack,13,"November 28, 2016"
1493,Mingora,Terrorist Attack,15,"November 28, 2016"
1494,Abbottabad,Terrorist Attack,16,"November 27, 2016"
1495,Nowshera,Terrorist Attack,18,"November 25, 2016"
1496,Bannu,Terrorist Attack,7,"November 25, 2016"
1497,Chitral,Terrorist Attack,5,"November 22, 2016"
1498,Hangu,Terrorist Attack,11,"November 17, 2016"
1499,Charsadda,Terrorist Attack,10,"November 16, 2016"
1500,Haripur,Terrorist Attack,9,"November 16, 2016"
1501,Karak,Terrorist Attack,8,"November 13, 2016"
1502,Kabal,Terrorist Attack,7,"November 12, 2016"
1503,Zaida,Terrorist Attack,6,"November 11, 2016"
1504,Peshawar,Terrorist Attack,10,"November 8, 2016"
1505,Mardan,Terrorist Attack,11,"November 4, 2016"
1506,Mingora,Terrorist Attack,12,"November 1, 2016"
1507,Kohat,Terrorist Attack,13,"November 1, 2016"
1508,Abbottabad,Terrorist Attack,14,"October 31, 2016"
1509,Mansehra,Terrorist Attack,15,"October 29, 2016"
1510,Swabi,Terrorist Attack,16,"October 27, 2016"
1511,Nowshera,Terrorist Attack,17,"October 26, 2016"
1512,Kabal,Terrorist Attack,18,"October 25, 2016"
1513,Charsadda,Terrorist Attack,19,"October 25, 2016"
1514,Barikot,Terrorist Attack,9,"October 22, 2016"
1515,Haripur,Terrorist Attack,8,"October 21, 2016"
1516,Jamrud,Terrorist Attack,7,"October 14, 2016"
1517,Bahrain,Terrorist Attack,6,"October 13, 2016"
1518,Topi,Terrorist Attack,5,"October 9, 2016"
1519,Karak,Terrorist Attack,4,"October 1, 2016"
1520,Bannu,Terrorist Attack,3,"October 1, 2016"
1521,Chitral,Terrorist Attack,2,"September 30, 2016"
1522,Hangu,Terrorist Attack,11,"September 30, 2016"
1523,Havelian,Terrorist Attack,10,"September 28, 2016"
1524,Khalabat,Terrorist Attack,9,"September 21, 2016"
1525,Peshawar,Terrorist Attack,8,"September 21, 2016"
1526,Mardan,Terrorist Attack,7,"September 21, 2016"
1527,Mingora,Terrorist Attack,65,"September 19, 2016"
1528,Kohat,Terrorist Attack,3,"September 18, 2016"
1529,Abbottabad,Terrorist Attack,2,"September 17, 2016"
1530,Mansehra,Terrorist Attack,1,"September 17, 2016"
1531,Swabi,Terrorist Attack,11,"September 13, 2016"
1532,Nowshera,Terrorist Attack,11,"September 11, 2016"
1533,Kabal,Terrorist Attack,11,"September 10, 2016"
1534,Charsadda,Terrorist Attack,11,"September 6, 2016"
1535,Barikot,Terrorist Attack,12,"September 4, 2016"
1536,Haripur,Terrorist Attack,13,"September 2, 2016"
1537,Jamrud,Terrorist Attack,14,"September 1, 2016"
1538,Bahrain,Terrorist Attack,15,"September 1, 2016"
1539,Topi,Terrorist Attack,16,"August 31, 2016"
1540,Karak,Terrorist Attack,17,"August 30, 2016"
1541,Bannu,Terrorist Attack,18,"August 29, 2016"
1542,Chitral,Terrorist Attack,19,"August 29, 2016"
1543,Hangu,Terrorist Attack,9,"August 26, 2016"
1544,Havelian,Terrorist Attack,8,"August 24, 2016"
1545,Khalabat,Terrorist Attack,7,"August 23, 2016"
1546,Peshawar,Terrorist Attack,6,"August 23, 2016"
1547,Mardan,Terrorist Attack,5,"August 22, 2016"
1548,Mingora,Terrorist Attack,4,"August 22, 2016"
1549,Kohat,Terrorist Attack,11,"August 22, 2016"
1550,Abbottabad,Terrorist Attack,12,"August 20, 2016"
1551,Mansehra,Terrorist Attack,13,"August 18, 2016"
1552,Swabi,Terrorist Attack,14,"August 17, 2016"
1553,Nowshera,Terrorist Attack,15,"August 17, 2016"
1554,Kabal,Terrorist Attack,16,"August 17, 2016"
1555,Charsadda,Terrorist Attack,17,"August 16, 2016"
1556,Barikot,Terrorist Attack,18,"August 16, 2016"
1557,Haripur,Terrorist Attack,77,"August 15, 2016"
1558,Jamrud,Terrorist Attack,11,"August 12, 2016"
1559,Bahrain,Terrorist Attack,11,"August 12, 2016"
1560,Topi,Terrorist Attack,11,"August 11, 2016"
1561,Karak,Terrorist Attack,13,"August 10, 2016"
1562,Bannu,Terrorist Attack,14,"August 10, 2016"
1563,Chitral,Terrorist Attack,14,"August 9, 2016"
1564,Hangu,Terrorist Attack,13,"August 9, 2016"
1565,Havelian,Terrorist Attack,12,"August 8, 2016"
1566,Khalabat,Terrorist Attack,13,"August 7, 2016"
1567,Peshawar,Terrorist Attack,12,"August 6, 2016"
1568,Mardan,Terrorist Attack,13,"August 5, 2016"
1569,Mingora,Terrorist Attack,12,"August 5, 2016"
1570,Kohat,Terrorist Attack,13,"August 4, 2016"
1571,Abbottabad,Terrorist Attack,12,"August 4, 2016"
1572,Mansehra,Terrorist Attack,13,"July 31, 2016"
1573,Swabi,Terrorist Attack,14,"July 29, 2016"
1574,Nowshera,Terrorist Attack,15,"July 27, 2016"
1575,Kabal,Terrorist Attack,11,"July 27, 2016"
1576,Charsadda,Terrorist Attack,12,"July 27, 2016"
1577,Barikot,Terrorist Attack,13,"July 27, 2016"
1578,Haripur,Terrorist Attack,14,"July 25, 2016"
1579,Jamrud,Terrorist Attack,15,"July 23, 2016"
1580,Bahrain,Terrorist Attack,16,"July 23, 2016"
1581,Topi,Terrorist Attack,17,"July 21, 2016"
1582,Karak,Terrorist Attack,8,"July 21, 2016"
1583,Bannu,Terrorist Attack,9,"July 21, 2016"
1584,Chitral,Terrorist Attack,17,"July 20, 2016"
1585,Hangu,Terrorist Attack,18,"July 18, 2016"
1586,Havelian,Terrorist Attack,19,"July 15, 2016"
1587,Khalabat,Terrorist Attack,20,"July 10, 2016"
1588,Peshawar,Terrorist Attack,9,"July 10, 2016"
1589,Mardan,Terrorist Attack,7,"July 10, 2016"
1590,Mingora,Terrorist Attack,6,"July 8, 2016"
1591,Kohat,Terrorist Attack,5,"July 8, 2016"
1592,Abbottabad,Terrorist Attack,3,"July 5, 2016"
1593,Mansehra,Terrorist Attack,4,"July 5, 2016"
1594,Swabi,Terrorist Attack,5,"July 2, 2016"
1595,Nowshera,Terrorist Attack,6,"July 2, 2016"
1596,Kabal,Terrorist Attack,7,"July 2, 2016"
1597,Charsadda,Terrorist Attack,8,"July 1, 2016"
1598,Barikot,Terrorist Attack,9,"June 30, 2016"
1599,Haripur,Terrorist Attack,11,"June 27, 2016"
1600,Jamrud,Terrorist Attack,12,"June 27, 2016"
1601,Bahrain,Terrorist Attack,13,"June 25, 2016"
1602,Topi,Terrorist Attack,14,"June 22, 2016"
1603,Karak,Terrorist Attack,15,"June 22, 2016"
1604,Bannu,Terrorist Attack,16,"June 21, 2016"
1605,Chitral,Terrorist Attack,17,"June 21, 2016"
1606,Hangu,Terrorist Attack,11,"June 20, 2016"
1607,Havelian,Terrorist Attack,12,"June 19, 2016"
1608,Khalabat,Terrorist Attack,13,"June 18, 2016"
1609,Peshawar,Terrorist Attack,14,"June 18, 2016"
1610,Mardan,Terrorist Attack,15,"June 18, 2016"
1611,Mingora,Terrorist Attack,11,"June 18, 2016"
1612,Kohat,Terrorist Attack,10,"June 17, 2016"
1613,Abbottabad,Terrorist Attack,9,"June 16, 2016"
1614,Mansehra,Terrorist Attack,8,"June 15, 2016"
1615,Swabi,Terrorist Attack,7,"June 15, 2016"
1616,Nowshera,Terrorist Attack,6,"June 14, 2016"
1617,Kabal,Terrorist Attack,5,"June 14, 2016"
1618,Charsadda,Terrorist Attack,11,"June 11, 2016"
1619,Barikot,Terrorist Attack,12,"June 8, 2016"
1620,Haripur,Terrorist Attack,13,"May 30, 2016"
1621,Jamrud,Terrorist Attack,14,"May 25, 2016"
1622,Bahrain,Terrorist Attack,15,"May 24, 2016"
1623,Topi,Terrorist Attack,16,"May 24, 2016"
1624,Karak,Terrorist Attack,17,"May 23, 2016"
1625,Bannu,Terrorist Attack,18,"May 22, 2016"
1626,Chitral,Terrorist Attack,8,"May 21, 2016"
1627,Hangu,Terrorist Attack,7,"May 18, 2016"
1628,Havelian,Terrorist Attack,6,"May 17, 2016"
1629,Khalabat,Terrorist Attack,9,"May 16, 2016"
1630,Peshawar,Terrorist Attack,7,"May 13, 2016"
1631,Mardan,Terrorist Attack,6,"May 11, 2016"
1632,Mingora,Terrorist Attack,8,"May 11, 2016"
1633,Kohat,Terrorist Attack,9,"May 10, 2016"
1634,Abbottabad,Terrorist Attack,11,"May 9, 2016"
1635,Mansehra,Terrorist Attack,12,"May 6, 2016"
1636,Swabi,Terrorist Attack,13,"April 30, 2016"
1637,Nowshera,Terrorist Attack,14,"April 28, 2016"
1638,Kabal,Terrorist Attack,15,"April 26, 2016"
1639,Charsadda,Terrorist Attack,16,"April 25, 2016"
1640,Barikot,Terrorist Attack,17,"April 25, 2016"
1641,Haripur,Terrorist Attack,18,"April 21, 2016"
1642,Jamrud,Terrorist Attack,19,"April 20, 2016"
1643,Bahrain,Terrorist Attack,9,"April 19, 2016"
1644,Topi,Terrorist Attack,8,"April 17, 2016"
1645,Karak,Terrorist Attack,7,"April 15, 2016"
1646,Bannu,Terrorist Attack,6,"April 8, 2016"
1647,Chitral,Terrorist Attack,4,"April 7, 2016"
1648,Hangu,Terrorist Attack,5,"April 5, 2016"
1649,Havelian,Terrorist Attack,6,"April 4, 2016"
1650,Khalabat,Terrorist Attack,7,"April 2, 2016"
1651,Peshawar,Terrorist Attack,8,"March 31, 2016"
1652,Mardan,Terrorist Attack,9,"March 31, 2016"
1653,Mingora,Terrorist Attack,11,"March 30, 2016"
1654,Kohat,Terrorist Attack,12,"March 28, 2016"
1655,Abbottabad,Terrorist Attack,13,"March 28, 2016"
1656,Mansehra,Terrorist Attack,14,"March 27, 2016"
1657,Swabi,Terrorist Attack,15,"March 26, 2016"
1658,Nowshera,Terrorist Attack,16,"March 26, 2016"
1659,Kabal,Terrorist Attack,17,"March 25, 2016"
1660,Charsadda,Terrorist Attack,18,"March 25, 2016"
1661,Barikot,Terrorist Attack,19,"March 23, 2016"
1662,Haripur,Terrorist Attack,8,"March 22, 2016"
1663,Jamrud,Terrorist Attack,9,"March 22, 2016"
1664,Bahrain,Terrorist Attack,9,"March 21, 2016"
1665,Topi,Terrorist Attack,9,"March 19, 2016"
1666,Karak,Terrorist Attack,9,"March 17, 2016"
1667,Bannu,Terrorist Attack,9,"March 11, 2016"
1668,Chitral,Terrorist Attack,8,"March 9, 2016"
1669,Hangu,Terrorist Attack,7,"March 6, 2016"
1670,Havelian,Terrorist Attack,6,"March 4, 2016"
1671,Khalabat,Terrorist Attack,2,"February 28, 2016"
1672,Peshawar,Terrorist Attack,3,"February 27, 2016"
1673,Mardan,Terrorist Attack,4,"February 24, 2016"
1674,Mingora,Terrorist Attack,5,"February 24, 2016"
1675,Kohat,Terrorist Attack,6,"February 22, 2016"
1676,Abbottabad,Terrorist Attack,7,"February 20, 2016"
1677,Mansehra,Terrorist Attack,8,"February 20, 2016"
1678,Swabi,Terrorist Attack,9,"February 20, 2016"
1679,Nowshera,Terrorist Attack,11,"February 18, 2016"
1680,Kabal,Terrorist Attack,12,"February 17, 2016"
1681,Charsadda,Terrorist Attack,13,"February 17, 2016"
1682,Barikot,Terrorist Attack,14,"February 15, 2016"
1683,Haripur,Terrorist Attack,15,"February 12, 2016"
1684,Jamrud,Terrorist Attack,16,"February 12, 2016"
1685,Bahrain,Terrorist Attack,11,"February 10, 2016"
1686,Topi,Terrorist Attack,12,"February 8, 2016"
1687,Karak,Terrorist Attack,13,"February 7, 2016"
1688,Bannu,Terrorist Attack,14,"February 2, 2016"
1689,Chitral,Terrorist Attack,15,"January 28, 2016"
1690,Hangu,Terrorist Attack,1,"January 28, 2016"
1691,Havelian,Terrorist Attack,17,"January 26, 2016"
1692,Khalabat,Terrorist Attack,18,"January 21, 2016"
1693,Peshawar,Terrorist Attack,19,"January 20, 2016"
1694,Mardan,Terrorist Attack,16,"January 20, 2016"
1695,Mingora,Terrorist Attack,16,"January 20, 2016"
1696,Kohat,Terrorist Attack,12,"January 16, 2016"
1697,Abbottabad,Terrorist Attack,13,"January 15, 2016"
1698,Mansehra,Terrorist Attack,13,"January 14, 2016"
1699,Swabi,Terrorist Attack,15,"January 14, 2016"
1700,Nowshera,Terrorist Attack,16,"January 14, 2016"
1701,Kabal,Terrorist Attack,4,"January 13, 2016"
1702,Charsadda,Terrorist Attack,5,"January 13, 2016"
1703,Barikot,Terrorist Attack,9,"January 12, 2016"
1704,Haripur,Terrorist Attack,8,"January 9, 2016"
1705,Jamrud,Terrorist Attack,7,"January 8, 2016"
1706,Bahrain,Terrorist Attack,6,"January 8, 2016"
1707,Topi,Terrorist Attack,1,"January 8, 2016"
1708,Karak,Terrorist Attack,2,"January 7, 2016"
1709,Bannu,Terrorist Attack,3,"January 6, 2016"
1710,Chitral,Terrorist Attack,4,"January 5, 2016"
1711,Hangu,Terrorist Attack,5,"January 5, 2016"
1712,Havelian,Terrorist Attack,6,"January 3, 2016"
1713,Khalabat,Terrorist Attack,22,"January 2, 2016"
1714,Mardan,Terrorist Attack,22,"January 1, 2016"
1715,Peshawar,Terrorist Attack,11,"January 1, 2016"
1716,Mardan,Terrorist Attack,13,"December 31, 2015"
1717,Mingora,Terrorist Attack,14,"December 24, 2015"
1718,Kohat,Terrorist Attack,15,"December 24, 2015"
1719,Abbottabad,Terrorist Attack,16,"December 20, 2015"
1720,Mansehra,Terrorist Attack,17,"December 19, 2015"
1721,Swabi,Terrorist Attack,18,"December 16, 2015"
1722,Nowshera,Terrorist Attack,9,"December 16, 2015"
1723,Kabal,Terrorist Attack,7,"December 15, 2015"
1724,Charsadda,Terrorist Attack,22,"December 12, 2015"
1725,Barikot,Terrorist Attack,12,"December 7, 2015"
1726,Haripur,Terrorist Attack,13,"December 6, 2015"
1727,Jamrud,Terrorist Attack,141,"December 5, 2015"
1728,Bahrain,Terrorist Attack,5,"December 4, 2015"
1729,Topi,Terrorist Attack,16,"December 3, 2015"
1730,Karak,Terrorist Attack,17,"December 1, 2015"
1731,Bannu,Terrorist Attack,15,"November 27, 2015"
1732,Chitral,Terrorist Attack,18,"November 27, 2015"
1733,Hangu,Terrorist Attack,19,"November 26, 2015"
1734,Havelian,Terrorist Attack,9,"November 25, 2015"
1735,Khalabat,Terrorist Attack,20,"November 22, 2015"
1736,Peshawar,Terrorist Attack,23,"November 22, 2015"
1737,Mardan,Terrorist Attack,24,"November 21, 2015"
1738,Mingora,Terrorist Attack,25,"November 21, 2015"
1739,Kohat,Terrorist Attack,26,"November 20, 2015"
1740,Abbottabad,Terrorist Attack,11,"November 20, 2015"
1741,Kohat,Terrorist Attack,1,"November 19, 2015"
1742,Mingora,Terrorist Attack,12,"November 19, 2015"
1743,Mardan,Terrorist Attack,13,"November 19, 2015"
1744,Chitral,Terrorist Attack,14,"November 18, 2015"
1745,Hangu,Terrorist Attack,1,"November 18, 2015"
1746,Havelian,Terrorist Attack,2,"November 17, 2015"
1747,Bannu,Terrorist Attack,3,"November 16, 2015"
1748,Jamrud,Terrorist Attack,4,"November 16, 2015"
1749,Mingora,Terrorist Attack,5,"November 15, 2015"
1750,Mardan,Terrorist Attack,6,"November 15, 2015"
1751,Kohat,Terrorist Attack,7,"November 13, 2015"
1752,Peshawar,Terrorist Attack,8,"November 5, 2015"
1753,Kohat,Terrorist Attack,9,"November 2, 2015"
1754,Mingora,Terrorist Attack,9,"October 31, 2015"
1755,Mardan,Terrorist Attack,8,"October 18, 2015"
1756,Chitral,Terrorist Attack,7,"October 17, 2015"
1757,Waziristan,Terrorist Attack,6,"October 14, 2015"
1758,Kohat,Terrorist Attack,5,"October 13, 2015"
1759,Mardan,Terrorist Attack,4,"October 12, 2015"
1760,Kabal,Terrorist Attack,3,"October 10, 2015"
1761,Jamrud,Terrorist Attack,2,"October 10, 2015"
1762,Mingora,Terrorist Attack,1,"October 2, 2015"
1763,Mardan,Terrorist Attack,11,"October 1, 2015"
1764,Kohat,Terrorist Attack,10,"September 30, 2015"
1765,Peshawar,Terrorist Attack,9,"September 30, 2015"
1766,Abbottabad,Terrorist Attack,8,"September 28, 2015"
1767,Chitral,Terrorist Attack,7,"September 24, 2015"
1768,Bannu,Terrorist Attack,7,"September 23, 2015"
1769,Swabi,Terrorist Attack,6,"September 22, 2015"
1770,Swabi,Terrorist Attack,5,"September 20, 2015"
1771,Jamrud,Terrorist Attack,4,"September 19, 2015"
1772,Mardan,Terrorist Attack,3,"September 19, 2015"
1773,Mingora,Terrorist Attack,11,"September 18, 2015"
1774,Swabi,Terrorist Attack,1,"September 18, 2015"
1775,Kabal,Terrorist Attack,1,"September 14, 2015"
1776,Jamrud,Terrorist Attack,2,"September 8, 2015"
1777,Swabi,Terrorist Attack,3,"September 5, 2015"
1778,Jamrud,Terrorist Attack,4,"September 3, 2015"
1779,Mingora,Terrorist Attack,5,"September 2, 2015"
1780,Mardan,Terrorist Attack,6,"August 31, 2015"
1781,Waziristan,Terrorist Attack,7,"August 31, 2015"
1782,Peshawar,Terrorist Attack,8,"August 29, 2015"
1783,Abbottabad,Terrorist Attack,9,"August 28, 2015"
1784,Peshawar,Terrorist Attack,8,"August 23, 2015"
1785,Peshawar,Terrorist Attack,9,"August 21, 2015"
1786,Waziristan,Terrorist Attack,8,"August 21, 2015"
1787,Jamrud,Terrorist Attack,7,"August 20, 2015"
1788,Kabal,Terrorist Attack,6,"August 19, 2015"
1789,Havelian,Terrorist Attack,8,"August 19, 2015"
1790,Bannu,Terrorist Attack,97,"August 16, 2015"
1791,Swabi,Terrorist Attack,8,"August 13, 2015"
1792,Bannu,Terrorist Attack,9,"August 8, 2015"
1793,Bannu,Terrorist Attack,8,"August 6, 2015"
1794,Nowshera,Terrorist Attack,7,"July 31, 2015"
1795,Peshawar,Terrorist Attack,6,"July 30, 2015"
1796,Mardan,Terrorist Attack,5,"July 30, 2015"
1797,Mingora,Terrorist Attack,11,"July 29, 2015"
1798,Mardan,Terrorist Attack,12,"July 28, 2015"
1799,Swabi,Terrorist Attack,13,"July 20, 2015"
1800,Mingora,Terrorist Attack,14,"July 19, 2015"
1801,Waziristan,Terrorist Attack,15,"July 18, 2015"
1802,Quetta,Terrorist Attack,16,"July 16, 2015"
1803,Turbat,Terrorist Attack,17,"July 13, 2015"
1804,Kech,Terrorist Attack,18,"July 5, 2015"
1805,Makran,Terrorist Attack,19,"July 4, 2015"
1806,Chaman,Terrorist Attack,8,"June 28, 2015"
1807,Hub,Terrorist Attack,7,"June 26, 2015"
1808,Gawadar,Terrorist Attack,6,"June 21, 2015"
1809,Zohb,Terrorist Attack,5,"June 9, 2015"
1810,Kharan,Terrorist Attack,4,"June 8, 2015"
1811,Loralai,Terrorist Attack,11,"June 6, 2015"
1812,Sibbi,Terrorist Attack,10,"May 25, 2015"
1813,Khuzdar,Terrorist Attack,9,"May 24, 2015"
1814,Turbat,Terrorist Attack,8,"May 22, 2015"
1815,Makran,Terrorist Attack,7,"May 21, 2015"
1816,Sibbi,Terrorist Attack,6,"May 20, 2015"
1817,Dera Allah Yar,Terrorist Attack,5,"May 19, 2015"
1818,Surab,Terrorist Attack,4,"May 19, 2015"
1819,Pasni,Terrorist Attack,11,"May 18, 2015"
1820,Lasbela,Terrorist Attack,12,"May 16, 2015"
1821,Pasni,Terrorist Attack,13,"May 16, 2015"
1822,Quetta,Terrorist Attack,14,"May 16, 2015"
1823,Quetta,Terrorist Attack,15,"May 15, 2015"
1824,Turbat,Terrorist Attack,16,"May 14, 2015"
1825,Kech,Terrorist Attack,17,"May 14, 2015"
1826,Makran,Terrorist Attack,18,"May 13, 2015"
1827,Chaman,Terrorist Attack,19,"May 5, 2015"
1828,Hub,Terrorist Attack,8,"May 4, 2015"
1829,Gawadar,Terrorist Attack,7,"May 1, 2015"
1830,Zohb,Terrorist Attack,6,"April 30, 2015"
1831,Kharan,Terrorist Attack,5,"April 30, 2015"
1832,Loralai,Terrorist Attack,4,"April 28, 2015"
1833,Sibbi,Terrorist Attack,3,"April 26, 2015"
1834,Khuzdar,Terrorist Attack,2,"April 24, 2015"
1835,Turbat,Terrorist Attack,1,"April 24, 2015"
1836,Makran,Terrorist Attack,9,"April 23, 2015"
1837,Sibbi,Terrorist Attack,8,"April 22, 2015"
1838,Dera Allah Yar,Terrorist Attack,7,"April 22, 2015"
1839,Surab,Terrorist Attack,6,"April 21, 2015"
1840,Pasni,Terrorist Attack,5,"April 18, 2015"
1841,Lasbela,Terrorist Attack,4,"April 17, 2015"
1842,Pasni,Terrorist Attack,3,"April 16, 2015"
1843,Quetta,Terrorist Attack,2,"April 15, 2015"
1844,Quetta,Terrorist Attack,1,"April 7, 2015"
1845,Turbat,Terrorist Attack,2,"April 6, 2015"
1846,Kech,Terrorist Attack,3,"April 6, 2015"
1847,Makran,Terrorist Attack,4,"April 2, 2015"
1848,Chaman,Terrorist Attack,5,"April 2, 2015"
1849,Hub,Terrorist Attack,6,"March 30, 2015"
1850,Gawadar,Terrorist Attack,7,"March 26, 2015"
1851,Zohb,Terrorist Attack,8,"March 23, 2015"
1852,Kharan,Terrorist Attack,9,"March 23, 2015"
1853,Loralai,Terrorist Attack,10,"March 22, 2015"
1854,Sibbi,Terrorist Attack,9,"March 20, 2015"
1855,Khuzdar,Terrorist Attack,8,"March 18, 2015"
1856,Turbat,Terrorist Attack,7,"March 17, 2015"
1857,Makran,Terrorist Attack,6,"March 16, 2015"
1858,Sibbi,Terrorist Attack,5,"March 14, 2015"
1859,Dera Allah Yar,Terrorist Attack,23,"March 13, 2015"
1860,Surab,Terrorist Attack,1,"March 12, 2015"
1861,Pasni,Terrorist Attack,2,"March 10, 2015"
1862,Lasbela,Terrorist Attack,34,"March 2, 2015"
1863,Pasni,Terrorist Attack,4,"February 28, 2015"
1864,Quetta,Terrorist Attack,5,"February 26, 2015"
1865,Turbat,Terrorist Attack,6,"February 25, 2015"
1866,Kech,Terrorist Attack,7,"February 24, 2015"
1867,Makran,Terrorist Attack,8,"February 24, 2015"
1868,Chaman,Terrorist Attack,9,"February 23, 2015"
1869,Hub,Terrorist Attack,8,"February 23, 2015"
1870,Gawadar,Terrorist Attack,7,"February 19, 2015"
1871,Zohb,Terrorist Attack,6,"February 19, 2015"
1872,Kharan,Terrorist Attack,6,"February 18, 2015"
1873,Loralai,Terrorist Attack,5,"February 16, 2015"
1874,Sibbi,Terrorist Attack,4,"February 14, 2015"
1875,Khuzdar,Terrorist Attack,4,"February 11, 2015"
1876,Turbat,Terrorist Attack,3,"February 7, 2015"
1877,Makran,Terrorist Attack,2,"February 6, 2015"
1878,Sibbi,Terrorist Attack,1,"February 5, 2015"
1879,Dera Allah Yar,Terrorist Attack,10,"February 2, 2015"
1880,Surab,Terrorist Attack,9,"February 1, 2015"
1881,Pasni,Terrorist Attack,8,"January 31, 2015"
1882,Lasbela,Terrorist Attack,7,"January 30, 2015"
1883,Pasni,Terrorist Attack,6,"January 28, 2015"
1884,Quetta,Terrorist Attack,5,"January 27, 2015"
1885,Turbat,Terrorist Attack,4,"January 24, 2015"
1886,Kech,Terrorist Attack,3,"January 22, 2015"
1887,Makran,Terrorist Attack,12,"January 22, 2015"
1888,Chaman,Terrorist Attack,13,"January 22, 2015"
1889,Hub,Terrorist Attack,14,"January 22, 2015"
1890,Gawadar,Terrorist Attack,15,"January 21, 2015"
1891,Zohb,Terrorist Attack,16,"January 20, 2015"
1892,Kharan,Terrorist Attack,17,"January 20, 2015"
1893,Loralai,Terrorist Attack,18,"January 20, 2015"
1894,Sibbi,Terrorist Attack,19,"January 19, 2015"
1895,Khuzdar,Terrorist Attack,20,"January 17, 2015"
1896,Turbat,Terrorist Attack,9,"January 16, 2015"
1897,Makran,Terrorist Attack,8,"January 15, 2015"
1898,Sibbi,Terrorist Attack,7,"January 14, 2015"
1899,Dera Allah Yar,Terrorist Attack,6,"January 13, 2015"
1900,Surab,Terrorist Attack,5,"January 12, 2015"
1901,Pasni,Terrorist Attack,4,"January 12, 2015"
1902,Quetta,Terrorist Attack,3,"January 11, 2015"
1903,Turbat,Terrorist Attack,20,"January 11, 2015"
1904,Kech,Terrorist Attack,10,"January 10, 2015"
1905,Makran,Terrorist Attack,9,"January 10, 2015"
1906,Chaman,Terrorist Attack,8,"January 10, 2015"
1907,Hub,Terrorist Attack,7,"January 8, 2015"
1908,Gawadar,Terrorist Attack,6,"January 8, 2015"
1909,Zohb,Terrorist Attack,5,"January 7, 2015"
1910,Kharan,Terrorist Attack,6,"January 5, 2015"
1911,Loralai,Terrorist Attack,7,"January 4, 2015"
1912,Sibbi,Terrorist Attack,8,"January 4, 2015"
1913,Khuzdar,Terrorist Attack,9,"January 1, 2015"
1914,Turbat,Terrorist Attack,1,"December 31, 2014"
1915,Makran,Terrorist Attack,1,"December 29, 2014"
